id;date;tweet;user;class
115;2022-03-18 04:24:04+00:00;Ketika minyak goreng langka pemerintah malah menunding ditimbun rakyat, sekarang setelah keputusan harga eceran minyak dicabut stok minyak goreng melimpah dipasaran.Sekarang kita bisa paham siapa sebenarnya para penimbun Migor yg sesungguhnya.KapitalisKalahkanNegara ;Tiwik New 🌸;negatif
116;2022-03-18 04:20:17+00:00;Minyak Goreng Langka Bukan Salah Pemerintah, Tapi Karena Milih Pemimpin yang Sogok Pakai Uang ;Megatrust.co.id;negatif
117;2022-03-18 04:07:25+00:00;Pemerintah telah menaikkan Harga Eceran Tertinggi (HET) minyak goreng. Kendati demikian, minyak goreng masih menjadi barang langka di Kabupaten Lamongan. jatimnow lamongan MinyakGoreng;jatimnow.com;normal
118;2022-03-18 03:37:19+00:00;I juga tiap hari dapat email banyak banget dari buyer buat ekspor minyak goreng. Tapi dilarang pemerintah sejak bulan februari, ya manut aturan aja.Ta ta ta tapiiii ini yang punya sawit katanya malah ekspor ya, wuah.. mantap, pantesan langka.;Erita Fahmi;negatif
119;2022-03-18 03:09:37+00:00;"""Langka dan mahalnya minyak goreng di negeri penghasil minyak sawit terbesar di dunia (Index Mudi, 43.5 juta ton th 2019) hanyalah salah satu parameter ketidakmampuan pemerintah dalam meramu kebijakan yang menyentuh hajat hidup rakyatnya.";bambangsantoso.id;negatif
120;2022-03-18 02:43:56+00:00;Emak-emak Menjerit, Ini 3 Janji Manis Pemerintah Atasi Minyak Goreng Langka  ;BERITA POLITIK;normal
121;2022-03-18 02:35:43+00:00;Minyak goreng kemasan yang sempat langka hampir sebulan terakhir mendadak kembali memenuhi pasar menyusul pencabutan kembali subsidi yang sejak satu bulanan ini diberlakukan pemerintah. via ;Serambi Indonesia;normal
122;2022-03-18 02:22:08+00:00;Teriak-teriak katanya anti komunis.Tapi nuntut pemerintah intervensi pasar,nyalahin pemerintah soal langka dan mahalnya minyak goreng.Itu semua kebijakan sosialis komunis.Nanti ujung2nya ngomong  khilafah solusinya;Papa Leo;negatif
123;2022-03-18 01:55:11+00:00;[askrl] aku bingung, kemaren waktu minyak goreng murah jadi langka dimana mana. Ini giliran pemerintah kasih harga normal untuk minyak goreng, minyaknya jadi ada dimana mana.;Askrlfess;normal
124;2022-03-18 01:53:47+00:00;kenapa minyak goreng bisa langka di pasaran sebelum tanggal 16 Maret 2022? Karena pemerintah tetapkan HET Rp 14.000 sementara barang yang dibeli distributor dari pabrik harganya muahal tapi gabisa dijual ke retail store;soraya;normal
125;2022-03-18 01:45:56+00:00;Mendag harus kendalikan harg minyak goreng, dan Pemerintah harus BERANI Melawan Mafia KARTEL Minyak GorengMigor teenyata TIDAK LANGKA.MendagRI 1Harus BERNITangkapKartelMinyakGoreng TangkapKartelMinyakGoreng ;refrizalskb;normal
126;2022-03-18 01:39:21+00:00;[Topik Pilihan] Apa tanggapan Kompasianer atas keputusan pencabutan HET minyak goreng? Apakah Pemerintah akan menetapkan kembali harga minyak goreng kemasan?;Kompasiana;normal
127;2022-03-18 01:28:43+00:00;Semoga terdengar dan didengar agar dapat terwujud kedaulatan pangan yang berdaulat. ;Ervan_PITA;normal
128;2022-03-18 01:28:11+00:00;Klw minyak goreng jadi mahal yang harus di ganti siapa donk.Klw mahal di wajarkan, its a big no.Caranya gimana donk? Ya tugas pemerintah berpikir, gimana caranya bisa memberikan pelayanan yang murah dan cepat ( gak antri, gak langka dll );Saufa_Alfatih;negatif
129;2022-03-18 01:20:00+00:00;Pemerintah naikkan harga minyak goreng curah jadi Rp14 ribu per liter.;NOVA;bot
130;2022-03-18 01:17:41+00:00;VADUKA Sedikit2 nyalahin pemerintahan....nyalahin pemerintah sedikit2....nooohh...lihat minyak goreng nya tidak sedikit...Siap2 lebaran akan langka;SimbolonTuan;negatif
131;2022-03-18 01:15:52+00:00;Pemerintah gagal urus kebutuhan Rakyat.Minyak murah, barangnya langka.Harga mahal minyak goreng pun muncul dan mudah didapatkan.MinyakGoreng pemerintahgagal;Agoes_Pari (centang hijau);negatif
132;2022-03-18 00:42:58+00:00;Emak-emak Menjerit, Ini 3 Janji Manis Pemerintah Atasi Minyak Goreng Langka ;World of News;normal
133;2022-03-18 00:27:44+00:00;Saat harga minyak goreng dipatok dengan harga eceran tertinggi Rp 14.000/liter, pasokannya langsung langka di manaYa bikin aturan tanpa sanksi, ya ga ada yg maulah lepas ke pasar dg harga 14rb pemerintah akhirnya kalah, dilepaslah harga keekonomian;Wiro;normal
134;2022-03-18 00:26:16+00:00; Mau naikin harga minyak goreng aja pake segala trik, dibikin langka, rakyat dbikin susah sampe ada yg meninggal.! Ujung2nya pelaku penimbun dibiarkan bebas dan pemerintah cuma bs pasrah kasih solusi harga minyak naik 2x lipat, ngehe kan.!!;Bonie;negatif
135;2022-03-18 00:23:13+00:00;Kemarin banyak yg mengeluh minyak goreng langka, skrg langsung berlimpah stoknya (tapi mahal. Terima kasih pemerintah;Confianza;normal
136;2022-03-18 00:11:27+00:00;Emak-emak Menjerit, Ini 3 Janji Manis Pemerintah Atasi Minyak Goreng Langka;GELORA NEWS;normal
137;2022-03-18 00:08:07+00:00;Jamin ketersediaan MGS curah, begini 3 janji manis pemerintah atasi minyak goreng langka dan mahal.;suaradotcom;normal
138;2022-03-18 00:01:56+00:00; WadowwwWww, jangan tutup mata bu, tampak jelas pemerintah terlibat di skandal minyak goreng ini buk, katanya langka kok pas harga naik malah bejibun.... LUCU;4be;negatif
139;2022-03-17 23:02:52+00:00;Aneh !!!  saat minyak goreng dengan het rakyat membludak ngantri cukup panjang/ padat  dan minyak langka dipasaran, tapi begitu pemerintah melepas harga kepasar banyak emak-emak yang kecewa karena harga sudah melambung tinggi. Lalu gimana cara Mendag menentukan het ?;bambang Sumantri;negatif
140;2022-03-17 22:51:51+00:00;Selama ini migor langka karena bahan baku migor di ekspor dan digunakan untuk biodiesel. Rantai pasokan kelapa sawit dimonopoli oleh para konglomerat. Celakanya Pemerintah tak mampu mengkontrol dan melawannya. Akhirnya kini harga minyak goreng tinggi. Ironi Negara Pancasila.;Sayap Jibril;negatif
141;2022-03-17 22:43:33+00:00;Sebagai saran Pak  dan Pak  , kebijakan pemerintah soal Minyak Goreng semua bagus, tapi jika tidak ada Pengawasan mengenai Distribusi, dan mafia tetap beroperasi nantinya akan tetap bisa langka. Awasi setiap jaringan distribusi seluruh Indonesia.;Dominikus Tandiayu;normal
142;2022-03-17 22:20:04+00:00;Malam nisfu syaban gak ada pemerintah minta maaf sama masyarakat soal ironi minyak goreng? Di tempatku minyak goreng mulai jalan di harga 24ribu - 25ribu/liter. Akibat sok disubsidi jadi langka dan naik harga. Jatohnya masyarak lagi yang kena.;Diela Obeng;negatif
143;2022-03-17 20:59:16+00:00;"Setelah langka, kini minyak goreng kembali mudah dicari di berbagai minimarket. Para produsen dan pedagang berhasil ""memaksa"" pemerintah untuk menaikkan harga minyak goreng dengan cara membuatnya langka. Luar biasa Indonesia. Hebat!";#SalamTongkolRebus;normal
144;2022-03-17 20:50:32+00:00;Stok berlimpah tapi harga melonjak naik hingga 50% setelah kebijakan HET dicabut, imbuh perempuan yang juga seorang entrepreuner itu.;CAKRAWARTA;normal
145;2022-03-17 18:58:58+00:00;Masalah minyak Goreng luar biasa, Betapa hebatnya pedagang negeri ini sekarang ketika mereka bisa memainkan perannya sebagai PENGONTROL pemerintah dan bahkan bukan sebaliknya, Ironi memang, Lihat saja ketika harga terbuka, Minyak goreng yang katanya langka malah stoknya penuh.;Fajri Kurniawan;negatif
146;2022-03-17 18:35:28+00:00;Pablo escobar cabang kartel minyak gorengBeberapa waktu lalu minyak goreng langka, harga meroket. Kemudian harga meroket itu disahkan oleh pemerintah dan stok minyak goreng hari ini kembali normal. ;•Dimas Prasetyo•;normal
147;2022-03-17 16:24:44+00:00; Taun 1965,taun 1998 indonesia minyak langka soekarno lengser soeharto lengser dan satu lagi indonesian negara dengan penhasil sawit terbesar didunia masa minyak goreng langka dan kenapa pemerintah sibuk bahas radikal ikn teroris padahal masalah kompleks dimasyarakat banyak;Adimm1;bot
148;2022-03-17 16:24:04+00:00; Taun 1965,taun 1998 indonesia minyak langka soekarno lengser soeharto lengser dan satu lagi indonesian negara dengan penhasil sawit terbesar didunia masa minyak goreng langka dan kenapa pemerintah sibuk bahas radikal ikn teroris padahal masalah kompleks dimasyarakat banyak;Adimm1;bot
149;2022-03-17 16:20:25+00:00; Taun 1965,taun 1998 indonesia minyak langka soekarno lengser soeharto lengser dan satu lagi indonesian negara dengan penhasil sawit terbesar didunia masa minyak goreng langka dan kenapa pemerintah sibuk bahas radikal ikn teroris padahal masalah kompleks dimasyarakat banyak;Adimm1;bot
150;2022-03-17 16:02:17+00:00;Itulah klau pemerintah Sdh di ikat sama oligarki.sulit bergerak seakan2 tersandera di negri sendiri.bayangkan negri ini penghasil sawit terbesar bsa2 nya minyak goreng langka dan kalau pun ada mahalnya nauju billah,mngkn org luar geleng2 kpla liat masalah kita ini ya lbh 1bln lho;holy man;negatif
151;2022-03-17 15:57:58+00:00; Mestinya komentar ditujukan ke pemerintah knp minyak goreng bisa langka dan mahal IBU MANTAN PRESIDEN.;DalijoRW21;negatif
152;2022-03-17 15:32:32+00:00;Pak setiap akan ada oprasi pasar selalu penuh minyak goreng... Tapi setelah apasi pasar selesai... Kok minyak goreng langka dan harga selalu jauh dari harga yg di tetapkan pemerintah... Jadi gimana nasib rakyat penjual gorengan untuk nafkah keluarga... ;Zainul Kholiq;normal
153;2022-03-17 14:35:25+00:00;Minyak goreng kan bukan komoditas yg diatur tata niaganya oleh Pemerintah, artinya harga ditetapkan oleh mekanisme pasar. Peran pemerintah kecil. Tiba pemerintah secara sepihak menetapkan harga 14ribu, darimana datangnya angka itu? Itu sebabnya mrk tarik stoknya dan jadi langka.;Nandi S.C.;negatif
154;2022-03-17 14:28:12+00:00;Edyaannnn....HET minyak goreng dicabut ma pemerintahYg awalnya langka, stlh aturan ini kluar, pst bny stok dipasarHahahahhahah;IRIS;negatif
155;2022-03-17 14:08:55+00:00;Disaat minyak goreng langka, kenapa tidak ada pejabat pemerintah sampai ke tingkat ASN/PNS, TNI / Polri;-;normal
156;2022-03-17 13:42:43+00:00;Saat ini minyak goreng sudah tersedia dimana2 tetapi harganya meroket...seharusnya pemerintah langsung ambil keputusan turunkan harga migor saat ini juga...agar warga bisa segera membeli migor dimana mana.....setelah migor langka  naikkan lagi harganya....ualng2 terus aja he he;Ryzard4291;negatif
157;2022-03-17 13:16:56+00:00;Kata siapa sih minyak goreng langka? Di gudangnya loh bejibun, sampe ga ada tempat lg buat nyimpen. Gara2 kemarin pemerintah bikin harga subsidi 14rb per liter. Retail2 pada nyembunyiin di gudangnya. Katanya klaim subsidi ke pemerintahnya sulit. Jd mereka ogah jual harga 14rb.;IROGNIK;negatif
158;2022-03-17 12:57:34+00:00; Udah dibilang. Minyak goreng langka itu bukan karena ada yg bermain. Tp karena HET yg ditentukan pemerintah terlalu rendah. Padahal CPO itu naik jauh loh;Bang Naga;normal
159;2022-03-17 12:57:00+00:00;Harusnya pemerintah melarang ekspor kelapa sawit, perintahkan pengusaha memenuhi kebutuhan dalam negeri.Agar minyak goreng tidak mahal dan langka.;Nakula;normal
160;2022-03-17 12:50:53+00:00;kebijakanminyakgoreng ditetapkan pemerintah agar minyak goreng tak lagi langka di pasaran. Pak hrt juga menetapkan minyak curah sebagai minyakgorengsubsidi. Jadi dengan subsidi yang diberikan, masyarakat bisa membelinya di pasar tradisional seharga 14Ribu/L  ;adifebriady;normal
161;2022-03-17 12:45:00+00:00;Menurut Ketua DPR RI Puan Maharani, kelangkaan minyak goreng terjadi karena buntut dari permasalahan tingginya harga. Namun, setelah pemerintah memberlakukan kebijakan HET, stok minyak goreng justru menjadi langka.;tirtoid;normal
162;2022-03-17 12:43:02+00:00;Puanesia, mba Puan tidak sedang mendongeng, ia selalu berpijak pada apa yang memang harus dilakukan pemerintah.Ia ingatkan pemerintah utk segera menyelesaikan berbagai persoalan migor. Apalagi sebentar lagi kita memasuki Ramadan.;PUANesia;normal
163;2022-03-17 12:38:43+00:00;Stok di pasaran kelihatan dibuat langka sampai akhirnya pemerintah mengalah dan membiarkan harga minyak goreng kemasan mengikuti harga pasar. Tentu saja dengan tetep memproteksi harga minyak goreng curah melaui skema subsidi lewat BPDPKS.;Reza Darmawan;negatif
164;2022-03-17 12:36:45+00:00;Jangan asal bicara. Puan lebih berguna dibanding anda. Sudah baca berita yg ditag ibu Susi?Jelas-jelas di situ mba Puan meminta pemerintah segera menyelesaikan berbagai persoalan terkait migor. Biar tak asal bicara, baca lagi ini mas;PUANesia;bot
165;2022-03-17 12:24:55+00:00;kemarin bilangnya, minyak goreng langka, karna pengaruh perang rusia-ukraina. sekarang begitu harga ketentuan dari pemerintah dicabut;-;negatif
166;2022-03-17 12:17:31+00:00;Dengan Kasus Minyak Goreng yg tadinya langka. Lalu jd tiba stok banyak dalam hitungan jam saat HET dicabut.menandakan PEMERINTAH INDO disetir OLIGARKI. sekali boneka tetap boneka. meski naik motor!;Kembali nya Perlawanan;negatif
167;2022-03-17 12:11:00+00:00;Helo Puanesia, minyak goreng memang langka dan mahal, walau ini hal serius, tapi tidak usah pula kita mencibir terlalu keji ke arah pemerintah.Solusi lebih berharga;-;normal
168;2022-03-17 12:07:56+00:00;Mundur aja Pak  Anda gak mampu, malah bikin malu pemerintah,;Harmoni;negatif
169;2022-03-17 11:50:33+00:00;Kok bisa para distributor minyak goreng serempak nimbun minyak? Baru kali ini kan minyak langka.. Aneh banget pemerintah ga bisa nyelesaikan masalah sepele gini. Dan ujung ujungnya minyak naik, langsung pada keluar itu hasil timbunan wkwkwk;JihadKun;negatif
170;2022-03-17 11:49:24+00:00; Pemerintah bisa ga dituntut oleh keluarga yg meninggal akibat mengantri minyak goreng, migor langka bukan krn ga ada tetapi ditahan pengusaha sampe keluar keputusan dari pemerintah. Mendag nya penipu pula, nuduh kmn2 krn migor langka... MendagPenipu;❤🇮🇩❤🇵🇸❤🇲🇾❤;negatif
171;2022-03-17 11:42:51+00:00;Subsidi Pemerintah Dicabut, Minyak Goreng Masih Langka di Lamongan ;detik jatim;negatif
172;2022-03-17 11:42:09+00:00;Ironi Negeri Produsen Sawit, Minyak Goreng Langka Rakyat Kesusahan RezimJokowi, Pengusaha Jadi Penguasa, Hukum Dagang Berlaku, Rakyat Menjerit Pemerintah?????;Rihard;negatif
173;2022-03-17 11:42:09+00:00;Bukan malasah pendukung cung...loe tolol...saipapun persidenya klu ga mementingkan rakyat kritik cung...otak loe dimana...minyak goreng rakyat kesusahan loe mingkem kayak tempe bacem...harga diatur pemerintah minyak langka..giliran hrg dicabut stok banyak...gitu cara kerja;PRESIDEN merdeka;negatif
174;2022-03-17 11:34:27+00:00;Minyak Goreng Kemarin Langka Sekarang Pasokan Melimpah Tetapi Harga 2x  Lipat,Ya Tetap Aja Rakyat Menjerit.Apa Peran Pemerintah?;𝕷𝖆𝖐𝖘𝖆𝖓𝖆 ჄƱÐĦI🆔⚖;normal
175;2022-03-17 11:29:00+00:00;hebat pak hebat keren pak, bisanya lempar statement mulu, kemarin langka katanya ibu2 simpan minyak goreng, skrg lepas harga migor tanpa HET minyak langsung ada, berarti ibu2nya kembaliin ke pasar yah tuh minyak, hebat nih pemerintah, keren, Indonesia hebat!;Muhammad Kahfi;negatif
176;2022-03-17 11:09:22+00:00;Azizah (30) seorang ibu rumah tangga dan pengusaha jasa boga  kecil-kecilan mengaku heran dengan keberadaan minyak goreng.Kata dia, minyak yang tadinya langka, kini mudah didapat setelah pemerintah resmi mencabut subsidi minyak goreng.Azizah menuturk;Info Depok;normal
177;2022-03-17 10:55:51+00:00;Ironi, salah satu penghasil minyak sawit terbesar dunia, tapi minyak goreng langka dan ketika pun ada mekanisme harga diserahkan ke pasar, jadi apa fungsinya Pemerintah?Ini yg kalian bela bela 3 periode?;4kum4h4p44tuh;negatif
178;2022-03-17 10:50:51+00:00;Jngn terlalu serius kawan,karena pemerintah sdng tidak serius mengurusi negara ini kalau minyak goreng langka metode memasak tinggal rebus sj,hidup jngn dibikin sulit kalau bisa dipersulit kenapa di permuda kalau bisa dipermuda kenapa ngk dipersulit semua akan gila pd waktunya;Cak Zul S.IP;negatif
179;2022-03-17 10:47:12+00:00;"""Kami meminta komitmen pemerintah untuk menyelesaikan persoalan minyak goreng yang masih langka di pasaran dan membuat masyarakat kesulitan,"" ujar Puan Maharani. TempoNasional ";TEMPO.CO;normal
180;2022-03-17 10:43:23+00:00; tadi pagi saya udh ngecam penimbun minyak goreng udh tak doain jelekbaca aja teel sayaminyak bukannya langka emang ditimbun koqpemerintah kesusahan melawan mafia migor, kita liat nanti siapa yg menang, pemerintah atau kartel;yáyá;negatif
181;2022-03-17 10:39:22+00:00;Gersang... Hanya gara gara minyak goreng langka. Pas munculHarganya edan edanan... Katanya penghasil cpo terbesar dunia!!! Sebenarnya apa sih kerja pemerintah sama presiden nya. ;Dh4n1 R1zky4™🇮🇩🇵🇸;negatif
182;2022-03-17 10:36:18+00:00;RUSIA VS UKRAINA ? Tunggu sebentar sebelum lanjut, kok minyak goreng dalam negeri langka akibat perang? Kebun sawit berlimpah, kebijakan batasan ekspor;-;negatif
183;2022-03-17 10:18:15+00:00;Minyak yang tadinya langka, kini mudah didapat setelah pemerintah resmi mencabut subsidi minyak goreng. ;Kompas.com;normal
184;2022-03-17 10:05:03+00:00;Mendag Lutfi mengakui keputusan pemerintah menentukan Harga Eceran Tertinggi (HET) minyak goreng membuat pasokan surut, bahkan langka. Mendag ;JPNN.com;normal
185;2022-03-17 09:59:35+00:00;Apakah pemerintah jamin kan minyak Goreng langka?;Y;normal
186;2022-03-17 09:31:55+00:00;Dari murah mulai langka dan sekarang banyak dengan harga mahal... Pemerintah gak bisa memecahkan perkara minyak goreng.. siap2 bakal ada kelangkaan untuk bahan pokok lain;Irawan Hadi;negatif
187;2022-03-17 09:16:21+00:00;Minyak Goreng mahal dan Langka, Pemerintah  melanggar Konstitusi dan mengkhianati rakyat. Itu lahan sawit bukan tanah warisan warga Tiongkok. ;Peace & Freedom;negatif
188;2022-03-17 09:14:50+00:00;Pemerintah udah bikin sistem kan di video di atas?Jalur udah dibagi, ada marka, kondisi jalan lumayan bagus, pembatas jalan bagus, ada aparat yg menjaga. Lah lawan arus? Lah maki2 aparat?Urusannya sama pemerintah apa? Minyak goreng langka? Boros APBN buat IKN? Apaan?;Ron;normal
189;2022-03-17 09:11:49+00:00; Yg kemaren ngumpetin minyak waktu regulasi HET 14000/L ga ditindak Giliran HET minyak goreng kemasan dihapus..langsung melimpah stock dipasaranIni yang pinter siapa sih...pemerintah atau pengusaha Apa ga mikir HET minyak curah 14ribu/L akhirnya akan langka juga;novi dewi;negatif
190;2022-03-17 08:58:17+00:00;minyak goreng langka  tiba2 melimpah tapi harga melambung, kebodohan yg di pertontonkan kepada Rakyat, kalau pemerintah tak berdaya melawan pengusaha apa akan berhenti sampai disini tidak, sebentar lagi GULA ;OPOSISI;negatif
191;2022-03-17 08:37:23+00:00;Seharusnya pemerintah bisa sadar utk lindungi kebutuhan masyarakat kecil, masak minyak goreng bisa harganya sampai mahal?Malah pemerintah hrs buat spy harga minyak goreng jd murah shg bisa terjangkau masyarakatDi saat minyak goreng langka, pemerintah sibuk pamer parade MotoGP;ide2nesia;negatif
192;2022-03-17 08:31:08+00:00;Minyak goreng harga naik karena alasan apapun;-;normal
193;2022-03-17 08:20:02+00:00;Pemerintah netapin HET (harga eceran tertinggi) buat minyak goreng, stok jadi langka.Peraturan HET dicabut, harga ikut mekanisme pasar, stok langsung berlimpah.Wow;Tokoh Masyarakat Depok;normal
194;2022-03-17 08:12:52+00:00;Karena harga minyak 2 bulan terakhir makin naik dan langka juga, sekarang pemerintah berikan subsidi minyak goreng kelapa sawit untuk masyarakat kita. Semoga merata ya ;II;normal
195;2022-03-17 07:50:05+00:00;Bagaimana jika HET diberlakukan kembali dibawah harga Ritel yang berlaku saat ini. Jika pencabutan HET menghasilkan angka Rp. 24.000/liter dan Pemerintah menetapkan kembali HET Rp. 19.000/liter apakah kemudian Minyak Goreng kembali langka / hilang dipasar hening  ;DANIEL  MARISSA and Us 🇦🇺;normal
196;2022-03-17 07:45:07+00:00;Hany sehari setelah pemerintah mencabut HET minyak goreng kemasan, pasokannya melimpah ke toko ritel, pasar, hingga super market. ;kumparan;normal
197;2022-03-17 07:42:30+00:00;Minyak Goreng Langka Bukan Salah Pemerintah, Ustadz Dasad Tapi Karena Milih Pemimpin Yang Sogok Pakai Uang!LuhutJokowiMakarKonstitusi ;My Putun;bot
198;2022-03-17 07:42:17+00:00;Minyak Goreng Langka Bukan Salah Pemerintah, Ustadz Dasad Tapi Karena Milih Pemimpin yang Sogok Pakai Uang  ;BERITA POLITIK;bot
199;2022-03-17 07:31:20+00:00;Solar langka, minyak goreng langka. Tinggal di riau sama aja. Jangan nyalahin pemerintah ?;Surya Wijaya;normal
200;2022-03-17 07:30:00+00:00;Bukan sulap bukan juga sihir, stok minyak goreng yang sebelumnya sempat menjadi barang langka kini melimpah ruah di rak toko ritel modern setelah pemerintah pusat mencabut Harga Eceran Tertinggi (HET). Baca selengkapnya di sini. ;Detik jabar;normal
201;2022-03-17 07:16:40+00:00;setuju justru karena dikontrol menciptakan black market dan minyak goreng langka di pasar, biarkan mekanisme pasar saja dan pemerintah serta produsen minyak goreng bantu bazar murah migor dgn prokes;Zainal R;normal
202;2022-03-17 07:10:00+00:00;Imbas langka, pemerintah merevisi harga minyak goreng curah jadi Rp14 ribu per liter.;NOVA;bot
203;2022-03-17 07:10:00+00:00;Minyak Goreng Langka Bukan Salah Pemerintah, Ustadz Dasad Tapi Karena Milih Pemimpin Yang Sogok Pakai Uang!;Democrazy News;bot
204;2022-03-17 07:05:41+00:00;sebagai pemilik UKM saya maklum mengapa minyak goreng langka ? karena margin harga jualnya mungkin tidak menutup biaya produksi sedangkan PENGUASA PEMERINTAH YANG KONON KATANYA HEBAT INI  BUAT ATURAN POKOKNYA SESUAI HET, OTAKMU PECAH !!!! BERPIKIR POSITIF KAMU PENGUASA !!!!!;suryani - gunakan nalar agar tidak tertipu hoax;negatif
205;2022-03-17 07:03:34+00:00;analisa ya 1-beberapa negara sedang krisis minyak mentah,2-permintaan ekspor minyak mentah dr Indonesia meningkat,3-pengusaha sawit ingin menjual mahal, 4-aturan pemerintah bahwa kebutuhan minyak dalam negri harus terpenuhi, 5-fakta d masyarakat minyak goreng/solar justru langka;Asyiqul Mujahadah;normal
206;2022-03-17 07:02:59+00:00;jangan2 pemerintah bikin minyak goreng langka supaya masyarakat bisa hidup sehat�;Didi Hidayat;normal
207;2022-03-17 06:52:12+00:00;Ini yang paling masuk akal penyebab minyak goreng langka. Harga cpo dunia tinggi kok suruh dijual murah. Apalagi pemain besar minyak goreng di Indonesia itu pihak swasta. Semakin kecil kontrol pemerintah.;hendra dwi utomo;normal
208;2022-03-17 06:35:10+00:00;Negara penghasil sawit terbesar di dunia, tapi kenapa minyak goreng bisa langka dan harganya mahal??? Jika alasannya karena ada mafia2 yang nimbun, berarti tugas pemerintah menyapu mafia2 itu.Lah ini malah naikin harganya;Narpati Basukarno;negatif
209;2022-03-17 06:31:08+00:00;Ya bisa lah kan ada banyak yg punya gudang untuk nyetok ditiap2 kota tinggal tunggu komando dalam waktu singkat minyak goreng sudah membanjiri pasar domestik dgn harga 23 K/L yg jadi pertanyaan dgn HET 14.000/L jadi langka padahal katanya sudah disubsidi pemerintah.;TKI KORBAN KEDZOLIMAN 👉MENLU RI;normal
210;2022-03-17 06:24:03+00:00;Minyak Goreng Langka Bukan Salah Pemerintah, Ustadz Dasad Tapi Karena Milih Pemimpin yang Sogok Pakai Uang ;Seputar Tangsel;bot
211;2022-03-17 06:18:49+00:00;schloss Yg gw bela membasmi kadrun karena kadrun menyebar kebodohan dan kebencian karena kadrun virus yg sangat berbahaya dari segala virus paham kan drun, kadrun kdrun di adain komplen langka komplen yg punya usaha minyak goreng atau pohon sawit emang nya pemerintah dong;“GP” Capres RI1;negatif
212;2022-03-17 06:14:11+00:00;Perkara minyak goreng langka harganya, para mahasiswa ini menuntut Pemprov Riau turun tangan. Tidak hanya itu, BBM jenis biosolar pun sulit didapatkan. ;Zona Mahasiswa;negatif
213;2022-03-17 06:08:07+00:00;Jangankan buibu, i yg kerja di pabrik minyak goreng juga ga dpt minyak wkwk abis nih harga naik lg, fix kalo dr sudut pandang aku gatau ya bisa beda atau ga, yg salah sih itu tuh pemerintah karna dipake biodiesel semua akhirnya cpo langka dan harganya selangit.;Princess;negatif
214;2022-03-17 06:07:26+00:00;"Setelah minyak goreng dgn harga 23 ribuan/liter dan 42 ribuan/2 liter Lansung tidak langka lgi minyak goreng..di mana"" serang full tanpa harus antri lgi .Kelangkaan minyak goreng berapa waktu yg lalu itu adalah permainan pemerintah  dan Indonesia";PRESIDEN SPANYOL🇲🇨🇵🇸🇲🇾🇹🇷;negatif
215;2022-03-17 06:03:29+00:00;Polri Mafianya dh pada tau kalo subsidinya cuma brapa hari doang, makanya pas ada subsidi dimana2 dibilang langka, padahal ditimbun. Paling tdk seolah2 pemerintah nampak ada kerjanya. Eh gk lama, bgitu aturan dicabut minyak goreng bagai disulap penuh sendiri dgn hrga tinggi;MalikAlexandrina;normal
216;2022-03-17 05:51:44+00:00;Negara sdh kalo dgn para oligarki  pengusaha minyak goreng, efek dr rencana kenaikan PPN 11%,. Dgn membuat langka dulu baru pemerintah bergerak dgn patokan harga dimana harga tersebut lebih mahal sebeulm kelangkaan, bahan baku kita punya, lahat sawit melimpah ada apa,;Noor;negatif
217;2022-03-17 05:51:37+00:00;Alhamdulillah. Terima kasih pemerintah, Pak . Minyak goreng sudah tidak langka lagi. Sudah tersedia di semua gerai. Sebagai warga negara yang baik, kami rela membeli meski harganya kini naik 2x lipat dari sebelumnya.Terima kasih. Terima kasih. Terima kasih.;MuhammadiNU;normal
218;2022-03-17 05:37:34+00:00;Minyak Goreng Kian Langka, Pemerintah Kembalikan Harga ke Mekanisme Pasar ;Trenasia;normal
219;2022-03-17 05:30:00+00:00;Harga eceran tertinggi minyak goreng resmi dicabut, hal ini menyebabkan harga minyak goreng terpantau tembus Rp 20 ribu rupiah per liter. Setelah sempat langka, keberadaan minyak goreng kembali muncul setelah harga eceran tertinggi dicabut pemerintah. ;KOMPAS TV;normal
220;2022-03-17 05:23:11+00:00;Lagi ramai soal minyak goreng langka dan tagar TangkapKartelMinyakGoreng, Anggota Ombudsman, Yeka Hendra Fatika menyarankan pemerintah memberlakukan HET hanya untuk minyak goreng curah, sedangkan harga kemasan premium;-;normal
221;2022-03-17 05:07:07+00:00;Ketika HET di cabut minyak goreng penuh menghiasi rak-rak alfa,indo dan pasar artinya bukan minyaknya yang langka tetapi ada bangsat yang menyembunyikan minyak2 itu nunggu harga naik dan pemerintah tak berdaya dibuatnya.;Joni_Kemot;negatif
222;2022-03-17 04:44:51+00:00;siapa yang bermain terkait minyak goreng langka beberapa waktu lalu? kok semenjak dinaikkan harganya, minyak goreng jadi bertebaran dan ga langka lagi. apa jangan2 hanya tipu daya atau strategi pemerintah buat menaikkan harga minyak goreng? supaya ga di demo kah? se-drama itu kah;BabehTopan;negatif
223;2022-03-17 04:40:04+00:00;Negeri +62 catat sejarah, pemerintah kalah dgn pengusaha, minyak goreng langka...harga Selangit...jadi para kaum ibu dan bagian dapur...cukup rebus saja lagi;HarimauAgam;negatif
